Año,Trimestre,Provincia,Mbps (Media de bajada),Mbps Anterior,Tasa Crecimiento (%),Tasa de Crecimiento Nacional
2018,3,Formosa,9.318495441068285,8.974986530777175,3.827403073120427,8.324331698442114
2018,4,Formosa,9.816893711913805,9.318495441068285,5.3484843556288,5.580367094907888
2019,1,Formosa,9.825089957835711,9.816893711913805,0.08349123625490339,
2019,2,Formosa,10.836611219480826,9.825089957835711,10.295287534119781,18.259854430743484
2019,3,Formosa,13.22353748406198,10.836611219480826,22.026500870403193,16.888360796658546
2019,4,Formosa,14.525629551519328,13.22353748406198,9.846775637961697,18.884175455077578
2020,1,Formosa,15.697352607415109,14.525629551519328,8.066590516713422,
2020,2,Formosa,16.870258993114398,15.697352607415109,7.472001266922115,6.276316256840573
2020,3,Formosa,18.2828320694304,16.870258993114398,8.373155841250233,7.858649402260917
2020,4,Formosa,19.6983490087788,18.2828320694304,7.742328617212424,4.8531219884997805
2021,1,Formosa,20.980327506975215,19.6983490087788,6.508050484967484,
2021,2,Formosa,23.96630452806761,20.980327506975215,14.232270778898299,11.610982484911398
2021,3,Formosa,26.68942678494665,23.96630452806761,11.362295149383234,5.347604194672346
2021,4,Formosa,28.75764894769421,26.68942678494665,7.749219117414979,9.657630996904675
2022,1,Formosa,30.28,28.75764894769421,5.293725697377819,
2022,2,Formosa,28.47,30.28,-5.977542932628805,7.445952921123078
2022,3,Formosa,30.35,28.47,6.603442219880586,6.3322533795106635
2022,4,Formosa,72.03,30.35,137.33113673805602,72.73424530878985
2023,1,Formosa,73.96,72.03,2.6794391225878003,
2023,2,Formosa,77.32,73.96,4.542996214169821,6.70950615695859
2023,3,Formosa,80.29,77.32,3.8411795137092772,3.3764198552336637
2023,4,Formosa,83.35,80.29,3.8111844563457313,8.394332752049946
2024,1,Formosa,83.8,83.35,0.5398920215956843,
2014,2,Jujuy,2.7690316794782204,2.690263349406857,2.927904068898309,
2014,3,Jujuy,2.9307053902518616,2.7690316794782204,5.838637093675506,1.4460894989660875
2014,4,Jujuy,3.127642108190794,2.9307053902518616,6.7197719222814065,7.521960205964795
2015,1,Jujuy,3.241902108598274,3.127642108190794,3.6532312986914786,
2015,2,Jujuy,3.4086788431460917,3.241902108598274,5.144409947033479,4.155101136979908
2015,3,Jujuy,3.532724551201011,3.4086788431460917,3.6391139723925847,4.288346523025755
2015,4,Jujuy,3.7246804758922982,3.532724551201011,5.433651050604227,4.050179325947438
2016,1,Jujuy,3.7712213425983374,3.7246804758922982,1.2495264226628644,
2016,2,Jujuy,3.843353043958065,3.7712213425983374,1.912688087144461,3.739131486651722
2016,3,Jujuy,4.215291130909006,3.843353043958065,9.677437453622566,6.436662227260549
2016,4,Jujuy,4.323962745742035,4.215291130909006,2.5780334372680596,4.256204195940437
2017,1,Jujuy,4.393861259634748,4.323962745742035,1.6165383006952188,
2017,2,Jujuy,4.541861878194008,4.393861259634748,3.36834983659824,4.873665540955408
2017,3,Jujuy,4.689006725369201,4.541861878194008,3.23974729133997,9.374415462028418
2017,4,Jujuy,6.638821273566491,4.689006725369201,41.582677577494124,39.68830573502551
2018,1,Jujuy,6.741185879384532,6.638821273566491,1.541909348058841,
2018,2,Jujuy,6.289345589213642,6.741185879384532,-6.7026825584602125,2.5246675897889332
2018,3,Jujuy,7.669872151814152,6.289345589213642,21.95024177027482,8.324331698442114
2018,4,Jujuy,8.562737601752614,7.669872151814152,11.641203820161108,5.580367094907888
2019,1,Jujuy,8.560464217465055,8.562737601752614,-0.0265497366997856,
2019,2,Jujuy,12.073382280507326,8.560464217465055,41.03653696577829,18.259854430743484
2019,3,Jujuy,11.968240929924349,12.073382280507326,-0.870852493031136,16.888360796658546
2019,4,Jujuy,12.959200042804213,11.968240929924349,8.279906117215235,18.884175455077578
2020,1,Jujuy,14.14492205715465,12.959200042804213,9.149654380162355,
2020,2,Jujuy,15.864013631862552,14.14492205715465,12.153418504263632,6.276316256840573
2020,3,Jujuy,21.910419686869957,15.864013631862552,38.113974151303815,7.858649402260917
2020,4,Jujuy,25.20639328416149,21.910419686869957,15.042950543145814,4.8531219884997805
2021,1,Jujuy,26.777362312404005,25.20639328416149,6.232422903714823,
2021,2,Jujuy,25.812477856862227,26.777362312404005,-3.603358853216164,11.610982484911398
2021,3,Jujuy,25.980702520297545,25.812477856862227,0.6517183835204544,5.347604194672346
2021,4,Jujuy,27.14434303841708,25.980702520297545,4.478864715880705,9.657630996904675
2022,1,Jujuy,27.69,27.14434303841708,2.0102050759182455,
2022,2,Jujuy,29.39,27.69,6.139400505597686,7.445952921123078
2022,3,Jujuy,32.43,29.39,10.343654304185094,6.3322533795106635
2022,4,Jujuy,39.32,32.43,21.24576009867407,72.73424530878985
2023,1,Jujuy,42.75,39.32,8.723296032553407,
2023,2,Jujuy,43.56,42.75,1.8947368421052686,6.70950615695859
2023,3,Jujuy,44.55,43.56,2.272727272727261,3.3764198552336637
2023,4,Jujuy,46.2,44.55,3.7037037037037166,8.394332752049946
2024,1,Jujuy,47.52,46.2,2.8571428571428577,
2014,2,La Pampa,2.684576055426866,2.64721042446136,1.4115096639175893,
2014,3,La Pampa,2.816519545748315,2.684576055426866,4.914872501180414,1.4460894989660875
2014,4,La Pampa,2.754208730637699,2.816519545748315,-2.2123338431887487,7.521960205964795
2015,1,La Pampa,2.8340995102178685,2.754208730637699,2.900679919116804,
2015,2,La Pampa,2.8626566401062417,2.8340995102178685,1.0076262243232883,4.155101136979908
2015,3,La Pampa,2.9149322141427945,2.8626566401062417,1.826120999080515,4.288346523025755
2015,4,La Pampa,2.936747707229629,2.9149322141427945,0.7484048164478494,4.050179325947438
2016,1,La Pampa,3.04764203627926,2.936747707229629,3.7760931515033844,
2016,2,La Pampa,3.146067806525381,3.04764203627926,3.2295712250473243,3.739131486651722
2016,3,La Pampa,3.144998426188228,3.146067806525381,-0.03399101363724738,6.436662227260549
2016,4,La Pampa,3.189559729749796,3.144998426188228,1.4168943040005573,4.256204195940437
2017,1,La Pampa,3.2208135842183347,3.189559729749796,0.9798798930468771,
2017,2,La Pampa,3.3182593614961053,3.2208135842183347,3.025501933897857,4.873665540955408
2017,3,La Pampa,3.4381011143320657,3.3182593614961053,3.6115848636354695,9.374415462028418
2017,4,La Pampa,3.975819444981504,3.4381011143320657,15.63998011599793,39.68830573502551
2018,1,La Pampa,3.995131352064104,3.975819444981504,0.48573400653232174,
2018,2,La Pampa,4.098364171057469,3.995131352064104,2.583965579505394,2.5246675897889332
2018,3,La Pampa,4.283048376167659,4.098364171057469,4.506290739471729,8.324331698442114
2018,4,La Pampa,4.319094957943483,4.283048376167659,0.8416104281333855,5.580367094907888
2019,1,La Pampa,5.057861842867403,4.319094957943483,17.104668735407483,
2019,2,La Pampa,5.492288321417966,5.057861842867403,8.589132958686706,18.259854430743484
2019,3,La Pampa,5.719666464891041,5.492288321417966,4.139952787736605,16.888360796658546
2019,4,La Pampa,6.526152195693043,5.719666464891041,14.100223076860216,18.884175455077578
2020,1,La Pampa,7.291757720474826,6.526152195693043,11.731346463036019,
2020,2,La Pampa,8.028862255598405,7.291757720474826,10.10873596435922,6.276316256840573
2020,3,La Pampa,10.697630905402091,8.028862255598405,33.239686581281106,7.858649402260917
2020,4,La Pampa,9.875605170860927,10.697630905402091,-7.684184861211254,4.8531219884997805
2021,1,La Pampa,10.728511929531797,9.875605170860927,8.636501195769405,
2021,2,La Pampa,12.27922373804818,10.728511929531797,14.45411832229802,11.610982484911398
2021,3,La Pampa,12.99161507240359,12.27922373804818,5.801599103923862,5.347604194672346
2021,4,La Pampa,13.853882842854397,12.99161507240359,6.637109902389353,9.657630996904675
2022,1,La Pampa,14.84,13.853882842854397,7.117983949562748,
2022,2,La Pampa,16.07,14.84,8.288409703504046,7.445952921123078
2022,3,La Pampa,18.1,16.07,12.63223397635346,6.3322533795106635
2022,4,La Pampa,19.1,18.1,5.524861878453039,72.73424530878985
2023,1,La Pampa,20.09,19.1,5.18324607329842,
2023,2,La Pampa,22.78,20.09,13.38974614235939,6.70950615695859
2023,3,La Pampa,24.21,22.78,6.277436347673396,3.3764198552336637
2023,4,La Pampa,25.61,24.21,5.782734407269717,8.394332752049946
2024,1,La Pampa,26.55,25.61,3.6704412338930155,
2014,2,La Rioja,3.095153343388638,2.964740372987079,4.398799017607173,
2014,3,La Rioja,3.095178784641488,3.095153343388638,0.0008219706756869935,1.4460894989660875
2014,4,La Rioja,3.582023899524448,3.095178784641488,15.729143573182997,7.521960205964795
2015,1,La Rioja,3.780402106036489,3.582023899524448,5.538159768793769,
2015,2,La Rioja,4.001551396208129,3.780402106036489,5.849888026951202,4.155101136979908
2015,3,La Rioja,4.245850575398008,4.001551396208129,6.105111617993402,4.288346523025755
2015,4,La Rioja,4.521671863926294,4.245850575398008,6.496255193870776,4.050179325947438
2016,1,La Rioja,4.616973938050446,4.521671863926294,2.1076733781694394,
2016,2,La Rioja,4.773843067001075,4.616973938050446,3.397661131630049,3.739131486651722
2016,3,La Rioja,5.076731739002066,4.773843067001075,6.344755530291564,6.436662227260549
2016,4,La Rioja,5.34376242721422,5.076731739002066,5.259893607548472,4.256204195940437
2017,1,La Rioja,5.427180473372781,5.34376242721422,1.5610358299938034,
2017,2,La Rioja,5.53385510805501,5.427180473372781,1.9655626932917387,4.873665540955408
2017,3,La Rioja,5.010090208766659,5.53385510805501,-9.46473821705172,9.374415462028418
2017,4,La Rioja,5.877588849506658,5.010090208766659,17.31503036057214,39.68830573502551
2018,1,La Rioja,5.890820604111634,5.877588849506658,0.22512215372272382,
2018,2,La Rioja,5.591861584368082,5.890820604111634,-5.074997862519989,2.5246675897889332
2018,3,La Rioja,6.156013225626096,5.591861584368082,10.08879838576633,8.324331698442114
2018,4,La Rioja,7.093382125154895,6.156013225626096,15.226882483402465,5.580367094907888
2019,1,La Rioja,7.092792286992043,7.093382125154895,-0.00831533043681542,
2019,2,La Rioja,7.894163486005089,7.092792286992043,11.298388090156482,18.259854430743484
2019,3,La Rioja,8.002375296912113,7.894163486005089,1.370782491379407,16.888360796658546
2019,4,La Rioja,8.000880364029628,8.002375296912113,-0.01868111438190104,18.884175455077578
2020,1,La Rioja,7.962418947150687,8.000880364029628,-0.48071481048330517,
2020,2,La Rioja,11.66911096197726,7.962418947150687,46.55233590984301,6.276316256840573
2020,3,La Rioja,12.194703767058195,11.66911096197726,4.504137519932164,7.858649402260917
2020,4,La Rioja,12.534655980598345,12.194703767058195,2.7877037444605195,4.8531219884997805
2021,1,La Rioja,12.697554732181876,12.534655980598345,1.2995869358973473,
2021,2,La Rioja,38.53489438300775,12.697554732181876,203.4827980330834,11.610982484911398
2021,3,La Rioja,38.86795185445044,38.53489438300775,0.8643009842776423,5.347604194672346
2021,4,La Rioja,39.69594513667998,38.86795185445044,2.130272480860696,9.657630996904675
2022,1,La Rioja,41.37,39.69594513667998,4.217193613997492,
2022,2,La Rioja,43.28,41.37,4.616872129562495,7.445952921123078
2022,3,La Rioja,44.3,43.28,2.3567467652495284,6.3322533795106635
2022,4,La Rioja,61.0,44.3,37.69751693002259,72.73424530878985
2023,1,La Rioja,63.13,61.0,3.4918032786885287,
2023,2,La Rioja,63.55,63.13,0.6652938381118242,6.70950615695859
2023,3,La Rioja,63.84,63.55,0.45633359559403036,3.3764198552336637
2023,4,La Rioja,64.18,63.84,0.5325814536340906,8.394332752049946
2024,1,La Rioja,63.71,64.18,-0.7323153630414552,
2014,2,Mendoza,3.503033182060705,3.502680556555116,0.010067304165921923,
2014,3,Mendoza,3.5028531768490665,3.503033182060705,-0.005138552856431486,1.4460894989660875
2014,4,Mendoza,3.498767768599914,3.5028531768490665,-0.11663087325936856,7.521960205964795
2015,1,Mendoza,3.499130670898351,3.498767768599914,0.010372288829632557,
2015,2,Mendoza,3.4997241088624933,3.499130670898351,0.01695958282088885,4.155101136979908
2015,3,Mendoza,3.500160951021911,3.4997241088624933,0.012482188476275247,4.288346523025755
2015,4,Mendoza,3.5017779300891023,3.500160951021911,0.046197277491455496,4.050179325947438
2016,1,Mendoza,3.5028689229788785,3.5017779300891023,0.031155399101748575,
2016,2,Mendoza,3.500168567871608,3.5028689229788785,-0.07708981314020202,3.739131486651722
2016,3,Mendoza,3.50729080145311,3.500168567871608,0.2034825878638439,6.436662227260549
2016,4,Mendoza,3.506603469745376,3.50729080145311,-0.019597226082566636,4.256204195940437
2017,1,Mendoza,3.5072942051440963,3.506603469745376,0.01969813252852275,
2017,2,Mendoza,3.507255863215121,3.5072942051440963,-0.0010932053809202219,4.873665540955408
2017,3,Mendoza,3.512962661663036,3.507255863215121,0.1627140610917229,9.374415462028418
2017,4,Mendoza,5.71002586675844,3.512962661663036,62.541604243960705,39.68830573502551
2018,1,Mendoza,5.881626969169374,5.71002586675844,3.0052596330592656,
2018,2,Mendoza,5.880529663045039,5.881626969169374,-0.01865650661094914,2.5246675897889332
2018,3,Mendoza,5.786015677158131,5.880529663045039,-1.6072359345597995,8.324331698442114
2018,4,Mendoza,5.746675102434321,5.786015677158131,-0.6799251318851007,5.580367094907888
2019,1,Mendoza,5.742764175317399,5.746675102434321,-0.06805547637912422,
2019,2,Mendoza,6.02629690452623,5.742764175317399,4.937217001308617,18.259854430743484
2019,3,Mendoza,6.10822854552147,6.02629690452623,1.359568608936323,16.888360796658546
2019,4,Mendoza,7.785200889987086,6.10822854552147,27.4543156328878,18.884175455077578
2020,1,Mendoza,8.440867710216997,7.785200889987086,8.42196405070542,
2020,2,Mendoza,9.274562732094155,8.440867710216997,9.876887667224509,6.276316256840573
2020,3,Mendoza,10.18749103459563,9.274562732094155,9.843356812309146,7.858649402260917
2020,4,Mendoza,11.093171319457166,10.18749103459563,8.8901210492941,4.8531219884997805
2021,1,Mendoza,12.599361245254226,11.093171319457166,13.577631521431902,
2021,2,Mendoza,13.465987205003026,12.599361245254226,6.87833250336584,11.610982484911398
2021,3,Mendoza,13.365156173184468,13.465987205003026,-0.7487830656863842,5.347604194672346
2021,4,Mendoza,22.23158340100516,13.365156173184468,66.33986997929796,9.657630996904675
2022,1,Mendoza,26.2,22.23158340100516,17.850355178999145,
2022,2,Mendoza,29.72,26.2,13.435114503816791,7.445952921123078
2022,3,Mendoza,34.16,29.72,14.939434724091512,6.3322533795106635
2022,4,Mendoza,38.76,34.16,13.466042154566752,72.73424530878985
2023,1,Mendoza,41.45,38.76,6.940144478844182,
2023,2,Mendoza,42.69,41.45,2.9915560916767063,6.70950615695859
2023,3,Mendoza,46.96,42.69,10.002342468962294,3.3764198552336637
2023,4,Mendoza,49.46,46.96,5.3236797274275975,8.394332752049946
2024,1,Mendoza,51.85,49.46,4.83218762636474,
2014,2,Misiones,3.540023885712756,3.403126267679909,4.022701694409292,
2014,3,Misiones,3.5775238575714927,3.540023885712756,1.0593140913563701,1.4460894989660875
2014,4,Misiones,4.025619961413459,3.5775238575714927,12.525314202828108,7.521960205964795
2015,1,Misiones,4.973004251321198,4.025619961413459,23.53387301803565,
2015,2,Misiones,5.327562649676923,4.973004251321198,7.129662080251153,4.155101136979908
2015,3,Misiones,5.634289050903693,5.327562649676923,5.757349493494367,4.288346523025755
2015,4,Misiones,5.9022914436487,5.634289050903693,4.756631942800697,4.050179325947438
2016,1,Misiones,6.000968717380309,5.9022914436487,1.6718468525947376,
2016,2,Misiones,6.233660566754793,6.000968717380309,3.8775714444327916,3.739131486651722
2016,3,Misiones,6.741222269842242,6.233660566754793,8.142273671337916,6.436662227260549
2016,4,Misiones,7.109475809101364,6.741222269842242,5.462711723755992,4.256204195940437
2017,1,Misiones,7.341041988916319,7.109475809101364,3.2571484316538486,
2017,2,Misiones,7.604338490520663,7.341041988916319,3.586636638257549,4.873665540955408
2017,3,Misiones,8.430383025286991,7.604338490520663,10.862805959993109,9.374415462028418
2017,4,Misiones,11.324123723249611,8.430383025286991,34.325139074735105,39.68830573502551
2018,1,Misiones,12.082189465143012,11.324123723249611,6.69425520614025,
2018,2,Misiones,11.759657402552,12.082189465143012,-2.669483569360618,2.5246675897889332
2018,3,Misiones,12.487485758721087,11.759657402552,6.189196940474979,8.324331698442114
2018,4,Misiones,12.495112674155788,12.487485758721087,0.06107646953169968,5.580367094907888
2019,1,Misiones,12.512773459683505,12.495112674155788,0.14134154679729694,
2019,2,Misiones,14.50130254739236,12.512773459683505,15.891993043076738,18.259854430743484
2019,3,Misiones,17.931522461372833,14.50130254739236,23.654564152220235,16.888360796658546
2019,4,Misiones,20.32034743574273,17.931522461372833,13.321930580717734,18.884175455077578
2020,1,Misiones,22.148213068436263,20.32034743574273,8.995247933007224,
2020,2,Misiones,22.560122617583183,22.148213068436263,1.8597868273803893,6.276316256840573
2020,3,Misiones,24.14176187252152,22.560122617583183,7.01077419546302,7.858649402260917
2020,4,Misiones,24.956617779680364,24.14176187252152,3.3752959351584186,4.8531219884997805
2021,1,Misiones,25.076826126081443,24.956617779680364,0.4816692208146562,
2021,2,Misiones,28.682221735396933,25.076826126081443,14.377400039336147,11.610982484911398
2021,3,Misiones,30.87871831426499,28.682221735396933,7.658041971544155,5.347604194672346
2021,4,Misiones,38.90334925090757,30.87871831426499,25.987577771113163,9.657630996904675
2022,1,Misiones,41.87,38.90334925090757,7.625694975409404,
2022,2,Misiones,46.23,41.87,10.41318366372104,7.445952921123078
2022,3,Misiones,49.3,46.23,6.64070949599827,6.3322533795106635
2022,4,Misiones,91.24,49.3,85.0709939148073,72.73424530878985
2023,1,Misiones,89.81,91.24,-1.567295046032434,
2023,2,Misiones,90.55,89.81,0.8239616969157051,6.70950615695859
2023,3,Misiones,91.49,90.55,1.0381004969630014,3.3764198552336637
2023,4,Misiones,93.65,91.49,2.3609137610667954,8.394332752049946
2024,1,Misiones,94.98,93.65,1.420181526962091,
2014,2,Neuquén,3.6647043380451545,3.5493016508254125,3.2514195346823898,
2014,3,Neuquén,3.7429104879160966,3.6647043380451545,2.1340370915886555,1.4460894989660875
2014,4,Neuquén,3.850772582597391,3.7429104879160966,2.8817706175321223,7.521960205964795
2015,1,Neuquén,3.911491638198585,3.850772582597391,1.5768019091960592,
2015,2,Neuquén,4.059617737533036,3.911491638198585,3.786946593158755,4.155101136979908
2015,3,Neuquén,4.2299439848957405,4.059617737533036,4.195622799357687,4.288346523025755
2015,4,Neuquén,4.355592861552936,4.2299439848957405,2.970461951880734,4.050179325947438
2016,1,Neuquén,4.420493149015266,4.355592861552936,1.4900448578472203,
2016,2,Neuquén,4.86640695565863,4.420493149015266,10.087422185977099,3.739131486651722
2016,3,Neuquén,5.292166864731292,4.86640695565863,8.748958172879288,6.436662227260549
2016,4,Neuquén,5.678446306542373,5.292166864731292,7.299079029147247,4.256204195940437
2017,1,Neuquén,6.0348361444213925,5.678446306542373,6.276185749408391,
2017,2,Neuquén,6.700610698446883,6.0348361444213925,11.032189409830668,4.873665540955408
2017,3,Neuquén,8.16517738570226,6.700610698446883,21.857212023895745,9.374415462028418
2017,4,Neuquén,10.719151524540267,8.16517738570226,31.278856762012026,39.68830573502551
2018,1,Neuquén,11.96045995607415,10.719151524540267,11.580286263255532,
2018,2,Neuquén,13.365011560107956,11.96045995607415,11.743290886739691,2.5246675897889332
2018,3,Neuquén,14.674244286624784,13.365011560107956,9.7959715233217,8.324331698442114
2018,4,Neuquén,15.89123364607043,14.674244286624784,8.293369904949058,5.580367094907888
2019,1,Neuquén,15.88465326391522,15.89123364607043,-0.04140888178833972,
2019,2,Neuquén,17.242865250195976,15.88465326391522,8.550466690803837,18.259854430743484
2019,3,Neuquén,23.74841515996666,17.242865250195976,37.728937826599015,16.888360796658546
2019,4,Neuquén,26.01988431478295,23.74841515996666,9.564718906570926,18.884175455077578
2020,1,Neuquén,27.76828207897622,26.01988431478295,6.719467861738091,
2020,2,Neuquén,29.100147623878517,27.76828207897622,4.79635557257131,6.276316256840573
2020,3,Neuquén,31.46090402703376,29.100147623878517,8.112523804580608,7.858649402260917
2020,4,Neuquén,33.90786486677393,31.46090402703376,7.777782983087647,4.8531219884997805
2021,1,Neuquén,34.23850264753642,33.90786486677393,0.9751064599956091,
2021,2,Neuquén,36.10972145846688,34.23850264753642,5.465247210701542,11.610982484911398
2021,3,Neuquén,38.34222315428742,36.10972145846688,6.1825503095844825,5.347604194672346
2021,4,Neuquén,40.092530111167584,38.34222315428742,4.564959496054802,9.657630996904675
2022,1,Neuquén,43.05,40.092530111167584,7.376610756746989,
2022,2,Neuquén,46.53,43.05,8.083623693379801,7.445952921123078
2022,3,Neuquén,47.81,46.53,2.750913389211264,6.3322533795106635
2022,4,Neuquén,95.37,47.81,99.47709684166493,72.73424530878985
2023,1,Neuquén,93.42,95.37,-2.0446681346335356,
2023,2,Neuquén,93.97,93.42,0.5887390280453834,6.70950615695859
2023,3,Neuquén,96.57,93.97,2.7668404810045697,3.3764198552336637
2023,4,Neuquén,99.63,96.57,3.168685927306619,8.394332752049946
2024,1,Neuquén,98.16,99.63,-1.4754591990364336,
2014,2,Río Negro,3.4286257504445143,3.353796318189495,2.2311859503565463,
2014,3,Río Negro,3.4799791702900404,3.4286257504445143,1.4977843481128916,1.4460894989660875
2014,4,Río Negro,3.543129254254254,3.4799791702900404,1.8146684469651682,7.521960205964795
2015,1,Río Negro,3.585297088257377,3.543129254254254,1.1901297123860761,
2015,2,Río Negro,3.666734448621427,3.585297088257377,2.271425724545251,4.155101136979908
2015,3,Río Negro,3.7368314562024914,3.666734448621427,1.9117012307072985,4.288346523025755
2015,4,Río Negro,3.768932299598505,3.7368314562024914,0.8590391023050261,4.050179325947438
2016,1,Río Negro,3.826659196828916,3.768932299598505,1.5316512115794843,
2016,2,Río Negro,3.976616411905147,3.826659196828916,3.918750203846153,3.739131486651722
2016,3,Río Negro,4.162924282482748,3.976616411905147,4.685085290596161,6.436662227260549
2016,4,Río Negro,4.369930463165329,4.162924282482748,4.972614600598119,4.256204195940437
2017,1,Río Negro,4.449448877971685,4.369930463165329,1.8196723146197862,
2017,2,Río Negro,4.741350857381452,4.449448877971685,6.560407533951318,4.873665540955408
2017,3,Río Negro,5.487278804673885,4.741350857381452,15.7323929346244,9.374415462028418
2017,4,Río Negro,8.045522324672751,5.487278804673885,46.62135114803786,39.68830573502551
2018,1,Río Negro,8.976243194361576,8.045522324672751,11.56818453954985,
2018,2,Río Negro,9.509595114373948,8.976243194361576,5.94181673183049,2.5246675897889332
2018,3,Río Negro,10.06446008106754,9.509595114373948,5.834790651127757,8.324331698442114
2018,4,Río Negro,10.487005565275494,10.06446008106754,4.198391973383769,5.580367094907888
2019,1,Río Negro,10.488420648136287,10.487005565275494,0.013493678934233786,
2019,2,Río Negro,11.628050204319909,10.488420648136287,10.86559735174356,18.259854430743484
2019,3,Río Negro,15.983718503999242,11.628050204319909,37.45828598212596,16.888360796658546
2019,4,Río Negro,17.17699897385603,15.983718503999242,7.465599882519331,18.884175455077578
2020,1,Río Negro,19.06030056406124,17.17699897385603,10.964089786997476,
2020,2,Río Negro,19.679596047283173,19.06030056406124,3.2491380770229443,6.276316256840573
2020,3,Río Negro,21.07777870325876,19.679596047283173,7.104732498656182,7.858649402260917
2020,4,Río Negro,21.636719189849995,21.07777870325876,2.651799767234584,4.8531219884997805
2021,1,Río Negro,21.92390676083096,21.636719189849995,1.3273157009667513,
2021,2,Río Negro,23.74844668144268,21.92390676083096,8.322147783767377,11.610982484911398
2021,3,Río Negro,25.400065197148727,23.74844668144268,6.954638077431154,5.347604194672346
2021,4,Río Negro,27.20317045489215,25.400065197148727,7.098821376040516,9.657630996904675
2022,1,Río Negro,31.09,27.20317045489215,14.288149065392682,
2022,2,Río Negro,33.26,31.09,6.979736249597936,7.445952921123078
2022,3,Río Negro,34.13,33.26,2.6157546602525694,6.3322533795106635
2022,4,Río Negro,75.31,34.13,120.65631409317315,72.73424530878985
2023,1,Río Negro,74.4,75.31,-1.2083388660204442,
2023,2,Río Negro,70.76,74.4,-4.89247311827957,6.70950615695859
2023,3,Río Negro,70.93,70.76,0.24024872809497133,3.3764198552336637
2023,4,Río Negro,74.37,70.93,4.849851966727757,8.394332752049946
2024,1,Río Negro,75.0,74.37,0.8471157724889007,
2014,2,Salta,3.391137751108792,3.3009019792545207,2.7336701429301575,
2014,3,Salta,3.4109103624880306,3.391137751108792,0.5830671836546146,1.4460894989660875
2014,4,Salta,3.862259431502549,3.4109103624880306,13.232510416523805,7.521960205964795
2015,1,Salta,4.022777936163619,3.862259431502549,4.156077744332749,
2015,2,Salta,4.218121645686839,4.022777936163619,4.855940661480121,4.155101136979908
2015,3,Salta,4.4218314129775615,4.218121645686839,4.829395271210872,4.288346523025755
2015,4,Salta,4.673467038141578,4.4218314129775615,5.6907557449046,4.050179325947438
2016,1,Salta,4.741858784571524,4.673467038141578,1.4634049169873193,
2016,2,Salta,4.749378935322928,4.741858784571524,0.15859077828027937,3.739131486651722
2016,3,Salta,5.052874436550483,4.749378935322928,6.3902144966859655,6.436662227260549
2016,4,Salta,5.220883577846971,5.052874436550483,3.3250211024674714,4.256204195940437
2017,1,Salta,5.335371217821875,5.220883577846971,2.192878624236955,
2017,2,Salta,5.756213134839845,5.335371217821875,7.887772000047934,4.873665540955408
2017,3,Salta,6.133146206896552,5.756213134839845,6.54828206021935,9.374415462028418
2017,4,Salta,8.451742767775633,6.133146206896552,37.80435819827486,39.68830573502551
2018,1,Salta,9.1894409821995,8.451742767775633,8.728356206444483,
2018,2,Salta,8.928271706442677,9.1894409821995,-2.84205836092449,2.5246675897889332
2018,3,Salta,9.265848177562406,8.928271706442677,3.780983399913019,8.324331698442114
2018,4,Salta,10.45728408913591,9.265848177562406,12.858357796738037,5.580367094907888
2019,1,Salta,10.37710001396946,10.45728408913591,-0.766777248116969,
2019,2,Salta,12.548748750601565,10.37710001396946,20.927318168936125,18.259854430743484
2019,3,Salta,14.746465244455525,12.548748750601565,17.51343131918715,16.888360796658546
2019,4,Salta,19.08357302283381,14.746465244455525,29.41116875455276,18.884175455077578
2020,1,Salta,21.425047243902736,19.08357302283381,12.269579801787183,
2020,2,Salta,22.55853618795662,21.425047243902736,5.290485155762999,6.276316256840573
2020,3,Salta,25.261155924027737,22.55853618795662,11.980474768189842,7.858649402260917
2020,4,Salta,25.32243965074473,25.261155924027737,0.24260064306361462,4.8531219884997805
2021,1,Salta,27.31884069404982,25.32243965074473,7.883920628660178,
2021,2,Salta,29.239354220742428,27.31884069404982,7.029996434332247,11.610982484911398
2021,3,Salta,31.209681857038827,29.239354220742428,6.738615433916277,5.347604194672346
2021,4,Salta,33.940639744985226,31.209681857038827,8.750354779186821,9.657630996904675
2022,1,Salta,36.71,33.940639744985226,8.159422673887432,
2022,2,Salta,38.77,36.71,5.61154998637974,7.445952921123078
2022,3,Salta,41.33,38.77,6.603043590404939,6.3322533795106635
2022,4,Salta,75.93,41.33,83.71642874425359,72.73424530878985
2023,1,Salta,76.85,75.93,1.2116423021203575,
2023,2,Salta,79.1,76.85,2.9277813923227067,6.70950615695859
2023,3,Salta,80.8,79.1,2.1491782553729495,3.3764198552336637
2023,4,Salta,83.04,80.8,2.7722772277227836,8.394332752049946
2024,1,Salta,84.34,83.04,1.5655105973025014,
2014,2,San Juan,3.4724840645935795,3.4691384597491712,0.09643906933164507,
2014,3,San Juan,3.473725985590389,3.4724840645935795,0.035764627675970745,1.4460894989660875
2014,4,San Juan,3.4752201692281126,3.473725985590389,0.04301386015828337,7.521960205964795
2015,1,San Juan,3.4769891700932414,3.4752201692281126,0.0509032745836556,
2015,2,San Juan,3.478919289066708,3.4769891700932414,0.05551121614264574,4.155101136979908
2015,3,San Juan,3.4810928203738825,3.478919289066708,0.062477198422080424,4.288346523025755
2015,4,San Juan,3.481604116955732,3.4810928203738825,0.014687818114391986,4.050179325947438
2016,1,San Juan,3.485523490760477,3.481604116955732,0.11257379280019254,
