Año,Trimestre,Provincia,Banda ancha fija,Dial up
2016,3,Tucumán,151282,37.0
2016,2,Buenos Aires,3032776,12515.0
2016,2,Capital Federal,1384824,9760.0
2016,2,Catamarca,26543,13.0
2016,2,Chaco,88235,16.0
2016,2,Chubut,62116,1740.0
2016,2,Córdoba,634680,234.0
2016,2,Corrientes,86932,24.0
2016,2,Entre Ríos,178194,179.0
2016,2,Formosa,28801,1.0
2016,2,Jujuy,41187,2.0
2016,2,La Pampa,68403,485.0
2016,2,La Rioja,16718,18.0
2016,2,Mendoza,169274,1550.0
2016,2,Misiones,95808,7.0
2016,2,Neuquén,108224,2291.0
2016,2,Río Negro,99631,1073.0
2016,2,Salta,104929,3.0
2016,2,San Juan,51392,621.0
2016,2,San Luis,12939,317.0
2016,2,Santa Cruz,25797,356.0
2016,2,Santa Fe,563867,607.0
2016,2,Santiago Del Estero,36958,3.0
2016,2,Tierra Del Fuego,30740,619.0
2016,2,Tucumán,148636,41.0
2016,1,Buenos Aires,2929903,12612.0
2016,1,Capital Federal,1328079,9817.0
2016,1,Catamarca,26376,13.0
2016,1,Chaco,86635,16.0
2016,1,Chubut,62060,1740.0
2016,1,Córdoba,609692,234.0
2016,1,Corrientes,85510,26.0
2016,1,Entre Ríos,174634,179.0
2016,1,Formosa,28313,1.0
2016,1,Jujuy,40287,2.0
2016,1,La Pampa,65442,487.0
2016,1,La Rioja,16673,18.0
2016,1,Mendoza,169257,1553.0
2016,1,Misiones,92951,7.0
2016,1,Neuquén,101969,2292.0
2016,1,Río Negro,98745,1077.0
2016,1,Salta,102423,3.0
2016,1,San Juan,51373,621.0
2016,1,San Luis,12915,317.0
2016,1,Santa Cruz,25931,356.0
2016,1,Santa Fe,551378,618.0
2016,1,Santiago Del Estero,37695,3.0
2016,1,Tierra Del Fuego,29867,619.0
2016,1,Tucumán,146596,41.0
2015,4,Buenos Aires,2946743,12642.0
2015,4,Capital Federal,1360381,9845.0
2015,4,Catamarca,26459,13.0
2015,4,Chaco,86537,16.0
2015,4,Chubut,62279,1740.0
2015,4,Córdoba,625835,235.0
2015,4,Corrientes,85409,26.0
2015,4,Entre Ríos,173957,180.0
2015,4,Formosa,28088,1.0
2015,4,Jujuy,39922,2.0
2015,4,La Pampa,66054,312.0
2015,4,La Rioja,16914,18.0
2015,4,Mendoza,169251,1556.0
2015,4,Misiones,92846,7.0
2015,4,Neuquén,105122,2294.0
2015,4,Río Negro,98655,1067.0
2015,4,Salta,101917,3.0
2015,4,San Juan,51408,621.0
2015,4,San Luis,12901,317.0
2015,4,Santa Cruz,26047,356.0
2015,4,Santa Fe,561045,627.0
2015,4,Santiago Del Estero,39132,3.0
2015,4,Tierra Del Fuego,29334,619.0
2015,4,Tucumán,146053,42.0
2015,3,Buenos Aires,2916070,12695.0
2015,3,Capital Federal,1362193,9875.0
2015,3,Catamarca,26080,13.0
2015,3,Chaco,85354,16.0
2015,3,Chubut,62143,1740.0
2015,3,Córdoba,622761,237.0
2015,3,Corrientes,84931,28.0
2015,3,Entre Ríos,172252,182.0
2015,3,Formosa,27751,1.0
2015,3,Jujuy,39548,2.0
2015,3,La Pampa,64976,495.0
2015,3,La Rioja,16753,18.0
2015,3,Mendoza,169261,1562.0
2015,3,Misiones,91615,7.0
2015,3,Neuquén,98376,2240.0
2015,3,Río Negro,98529,1085.0
2015,3,Salta,100570,3.0
2015,3,San Juan,51409,621.0
2015,3,San Luis,12902,317.0
2015,3,Santa Cruz,25912,359.0
2015,3,Santa Fe,556097,641.0
2015,3,Santiago Del Estero,39394,3.0
2015,3,Tierra Del Fuego,33118,619.0
2015,3,Tucumán,144272,42.0
2015,2,Buenos Aires,2871079,12711.0
2015,2,Capital Federal,1336391,9893.0
2015,2,Catamarca,25666,13.0
2015,2,Chaco,83832,16.0
2015,2,Chubut,61745,1740.0
2015,2,Córdoba,609510,236.0
2015,2,Corrientes,83288,28.0
2015,2,Entre Ríos,169309,183.0
2015,2,Formosa,27013,37.0
2015,2,Jujuy,37720,2.0
2015,2,La Pampa,63552,500.0
2015,2,La Rioja,16491,18.0
2015,2,Mendoza,169259,1564.0
2015,2,Misiones,88512,7.0
2015,2,Neuquén,95644,2241.0
2015,2,Río Negro,97640,1087.0
2015,2,Salta,98264,3.0
2015,2,San Juan,51367,621.0
2015,2,San Luis,12904,317.0
2015,2,Santa Cruz,25384,379.0
2015,2,Santa Fe,545739,649.0
2015,2,Santiago Del Estero,39375,3.0
2015,2,Tierra Del Fuego,32960,619.0
2015,2,Tucumán,140635,42.0
2015,1,Buenos Aires,2847076,14766.0
2015,1,Capital Federal,1321139,11582.0
2015,1,Catamarca,25312,20.0
2015,1,Chaco,81329,31.0
2015,1,Chubut,63327,1946.0
2015,1,Córdoba,596663,294.0
2015,1,Corrientes,81488,43.0
2015,1,Entre Ríos,165839,231.0
2015,1,Formosa,26657,43.0
2015,1,Jujuy,36608,3.0
2015,1,La Pampa,62155,542.0
2015,1,La Rioja,16310,23.0
2015,1,Mendoza,168355,1805.0
2015,1,Misiones,85139,7.0
2015,1,Neuquén,93373,2369.0
2015,1,Río Negro,96145,1188.0
2015,1,Salta,96793,18.0
2015,1,San Juan,51117,702.0
2015,1,San Luis,12878,354.0
2015,1,Santa Cruz,26217,424.0
2015,1,Santa Fe,535640,797.0
2015,1,Santiago Del Estero,39244,8.0
2015,1,Tierra Del Fuego,32726,730.0
2015,1,Tucumán,138184,92.0
2014,4,Buenos Aires,2801178,15229.0
2014,4,Capital Federal,1318526,11994.0
2014,4,Catamarca,25472,21.0
2014,4,Chaco,65998,37.0
2014,4,Chubut,66557,1985.0
2014,4,Córdoba,590113,319.0
2014,4,Corrientes,65656,54.0
2014,4,Entre Ríos,140567,246.0
2014,4,Formosa,26156,51.0
2014,4,Jujuy,35999,3.0
2014,4,La Pampa,56813,567.0
2014,4,La Rioja,16379,23.0
2014,4,Mendoza,167766,1848.0
2014,4,Misiones,77222,7.0
2014,4,Neuquén,92999,2397.0
2014,4,Río Negro,95050,1210.0
2014,4,Salta,93921,26.0
2014,4,San Juan,51390,729.0
2014,4,San Luis,12788,359.0
2014,4,Santa Cruz,25277,436.0
2014,4,Santa Fe,528459,938.0
2014,4,Santiago Del Estero,39308,9.0
2014,4,Tierra Del Fuego,28249,741.0
2014,4,Tucumán,137329,95.0
2014,3,Buenos Aires,2835537,14028.0
2014,3,Capital Federal,1307195,10630.0
2014,3,Catamarca,24665,21.0
2014,3,Chaco,63710,36.0
2014,3,Chubut,67130,2007.0
2014,3,Córdoba,585231,200.0
2014,3,Corrientes,63516,33.0
2014,3,Entre Ríos,136618,115.0
2014,3,Formosa,25873,64.0
2014,3,Jujuy,33739,2.0
2014,3,La Pampa,61861,564.0
2014,3,La Rioja,15893,23.0
2014,3,Mendoza,166184,1740.0
2014,3,Misiones,75327,0.0
2014,3,Neuquén,100099,2268.0
2014,3,Río Negro,96629,1151.0
2014,3,Salta,92929,25.0
2014,3,San Juan,51031,748.0
2014,3,San Luis,12683,363.0
2014,3,Santa Cruz,25664,446.0
2014,3,Santa Fe,520196,691.0
2014,3,Santiago Del Estero,37539,9.0
2014,3,Tierra Del Fuego,28037,755.0
2014,3,Tucumán,131978,88.0
2014,2,Buenos Aires,2750430,14116.0
2014,2,Capital Federal,1299502,10713.0
2014,2,Catamarca,24660,23.0
2014,2,Chaco,63243,36.0
2014,2,Chubut,68503,2016.0
2014,2,Córdoba,576747,205.0
2014,2,Corrientes,62925,33.0
2014,2,Entre Ríos,135468,115.0
2014,2,Formosa,25535,65.0
2014,2,Jujuy,34359,2.0
2014,2,La Pampa,55048,580.0
2014,2,La Rioja,15889,23.0
2014,2,Mendoza,165046,1761.0
2014,2,Misiones,74689,0.0
2014,2,Neuquén,90053,2235.0
2014,2,Río Negro,94812,1145.0
2014,2,Salta,91949,25.0
2014,2,San Juan,50891,755.0
2014,2,San Luis,12691,364.0
2014,2,Santa Cruz,26710,459.0
2014,2,Santa Fe,511753,605.0
2014,2,Santiago Del Estero,38002,9.0
2014,2,Tierra Del Fuego,27443,766.0
2014,2,Tucumán,131981,88.0
2014,1,Buenos Aires,2725732,14144.0
2014,1,Capital Federal,1289204,10714.0
2014,1,Catamarca,24209,23.0
2014,1,Chaco,62520,36.0
2014,1,Chubut,68205,2016.0
2014,1,Córdoba,566705,205.0
2014,1,Corrientes,62203,33.0
2014,1,Entre Ríos,134216,115.0
2014,1,Formosa,25335,87.0
2014,1,Jujuy,33825,2.0
2014,1,La Pampa,53601,592.0
2014,1,La Rioja,15688,23.0
2014,1,Mendoza,164084,1761.0
2014,1,Misiones,73950,0.0
2014,1,Neuquén,88077,2303.0
2014,1,Río Negro,93909,1157.0
2014,1,Salta,91265,25.0
2014,1,San Juan,50543,755.0
2014,1,San Luis,12193,364.0
2014,1,Santa Cruz,26304,460.0
2014,1,Santa Fe,506000,612.0
2014,1,Santiago Del Estero,37124,9.0
2014,1,Tierra Del Fuego,27272,766.0
2014,1,Tucumán,129944,88.0
